/Users/krishna/Documents/ufStandard/MINT_Devices/grid_routed/grid_10.json,Y1711,2724,466076400.0,72014400.0,0.154512007044
/Users/krishna/Documents/ufStandard/MINT_Devices/grid_routed/grid_11.json,Y1831,3106,568708600.0,80720400.0,0.141936309738
/Users/krishna/Documents/ufStandard/MINT_Devices/grid_routed/grid_12.json,Y1952,3263,636937600.0,89606400.0,0.140683168963
/Users/krishna/Documents/ufStandard/MINT_Devices/grid_routed/grid_3.json,Y870,1674,145638000.0,9251600.0,0.063524629561
/Users/krishna/Documents/ufStandard/MINT_Devices/grid_routed/grid_4.json,Y990,1578,156222000.0,13625600.0,0.087219469729
/Users/krishna/Documents/ufStandard/MINT_Devices/grid_routed/grid_5.json,Y1110,2095,232545000.0,24682000.0,0.106138596831
/Users/krishna/Documents/ufStandard/MINT_Devices/grid_routed/grid_6.json,Y1230,2240,275520000.0,30952000.0,0.112340301974
/Users/krishna/Documents/ufStandard/MINT_Devices/grid_routed/grid_7.json,Y1350,2375,320625000.0,37402000.0,0.116653411306
/Users/krishna/Documents/ufStandard/MINT_Devices/grid_routed/grid_8.json,Y1541,2534,390489400.0,44032000.0,0.112761063425
/Users/krishna/Documents/ufStandard/MINT_Devices/grid_routed/grid_9.json,Y1593,2810,447633000.0,63488400.0,0.14183136632
